181180,333740,1,262.060808589388,7395.74733860865
181140,333700,2,265.195728935624,6551.57321400044
181180,333700,3,257.461880510774,6808.29384786704
181220,333700,4,244.906800898097,7078.59786076235
181100,333660,5,270.086527337069,5574.01853232876
181140,333660,6,260.71665889326,5876.15149300985
181180,333660,7,248.074982584872,6203.52340600495
181220,333660,8,237.530552637474,6535.64941881685
181060,333620,9,275.229820640252,4615.93444161915
181100,333620,10,266.068277870197,4840.94297575145
181140,333620,11,250.562739689532,5271.99092086599
181180,333620,12,237.775482424992,5627.03489697771
181220,333620,13,227.10034788092,5994.52911316757
181260,333620,14,218.658781563207,6362.51913194935
181020,333580,15,271.475713973917,4617.13454614803
181060,333580,16,266.435099835475,4454.58004472425
181100,333580,17,249.608081783571,4626.18026421982
181140,333580,18,238.001509854575,4830.88750812481
181180,333580,19,225.302332112101,5072.81583542688
181220,333580,20,215.384613172211,5485.49990699433
181260,333580,21,162.860380017628,5925.61387715702
181300,333580,22,154.33927975468,6182.40168917632
180980,333540,23,263.775305287457,5198.62647753825
181020,333540,24,260.468521585143,4590.77733066553
181060,333540,25,249.705683412823,4609.60323055852
181100,333540,26,237.23245075317,4692.28820496503
181140,333540,27,220.333814878778,4561.07245301787
181180,333540,28,211.494994122548,4579.13382675616
181220,333540,29,203.379228269929,5118.28970722392
181260,333540,30,151.478250418719,5374.94886816509
181300,333540,31,145.608405392031,5542.45018736786
180940,333500,32,257.313291617199,5723.29561350426
180980,333500,33,251.926792100842,5309.57373953019
181020,333500,34,242.404799442922,4995.48478654544
181060,333500,35,232.608088104605,4901.82219409595
181100,333500,36,221.807894829446,4874.34070536254
181140,333500,37,210.65396757655,4776.03577496367
181180,333500,38,197.704494488128,4813.70036582479
181220,333500,39,192.777542899068,5041.97044983747
181260,333500,40,140.866628194451,4932.71666798067
181300,333500,41,134.073943365788,4797.40586304924
181340,333500,42,133.438459084426,5435.36984974336
180940,333460,43,250.260293407269,5588.78985587791
180980,333460,44,237.147701334268,5312.75021058248
181020,333460,45,225.063698329707,5114.97733969617
181060,333460,46,215.573798395521,5036.1126250287
181100,333460,47,206.888958432742,5010.08804450019
181140,333460,48,198.672175975678,4984.6453991124
181180,333460,49,191.044675299483,5027.1310481487
181220,333460,50,136.740437412158,4965.22426052383
181260,333460,51,133.096199340989,4839.43811495423
181300,333460,52,127.54320534875,4744.07811340509
181340,333460,53,125.684890550357,5250.71535481756
180900,333420,54,250.569648534854,5511.69829430877
180940,333420,55,240.633110351764,5333.88556949184
180980,333420,56,222.761921102862,5125.55073087848
181020,333420,57,208.727239437753,4950.40978777695
181060,333420,58,198.428427992817,4939.24311677939
181100,333420,59,148.193554455435,5143.00889969661
181140,333420,60,142.929432102695,4951.41155472712
181180,333420,61,137.68255241067,4858.17178856509
181220,333420,62,132.403278223858,4903.91288136055
181260,333420,63,124.513441549438,4903.95113572039
181300,333420,64,123.959186119237,4950.50868487968
181340,333420,65,121.836000141578,5241.4927543779
181380,333420,66,120.64992293877,5717.99254684596
180860,333380,67,252.801290988165,5177.29870561859
180900,333380,68,246.254855377308,5028.09675945864
180940,333380,69,227.580217412615,5006.98323862547
180980,333380,70,210.440255530245,4830.66593962902
181020,333380,71,191.082936811803,4510.45314692413
181060,333380,72,183.151885898469,4685.05341440667
181100,333380,73,134.658327122533,4946.74726527922
181140,333380,74,132.190750496162,4644.08124114146
181180,333380,75,129.213745582641,4505.40329559566
181220,333380,76,125.485595634093,4788.95823803087
181260,333380,77,122.398033912566,4838.22910626383
181300,333380,78,117.11562729371,4832.97253512488
181340,333380,79,118.719444119442,5067.34336669756
181380,333380,80,117.148529129366,5503.92729775602
181420,333380,81,113.071573875118,6020.21371200316
180860,333340,82,251.074758636468,4562.74010890745
180900,333340,83,236.852045950603,4580.63738652467
180940,333340,84,217.082494053498,4748.74063300376
180980,333340,85,197.654422709112,4658.57489646936
181020,333340,86,181.833795341974,4447.95945256239
181060,333340,87,172.289532663317,4621.48068234324
181100,333340,88,124.636614841584,4875.51599103697
181140,333340,89,121.869481527574,4693.57917246285
181180,333340,90,120.335836045018,4636.75268116347
181220,333340,91,118.375589222398,4787.15823597205
181260,333340,92,116.887812862144,4727.20665024003
181300,333340,93,116.092861667903,4420.50489223734
181340,333340,94,112.748631158952,4759.26075060368
181380,333340,95,114.927077604605,5215.95142677329
181420,333340,96,112.207496894698,5725.96186017971
180820,333300,97,239.122886475307,4925.65077377224
180860,333300,98,238.212488718089,4593.16916259261
180900,333300,99,223.709719937869,4569.68098242227
180940,333300,100,205.001893366781,4586.06310151366
180980,333300,101,188.021211146179,4529.64905796456
181020,333300,102,173.565905169701,4537.15093293946
181060,333300,103,166.187288699674,4628.21311447226
181100,333300,104,160.476049843134,4808.11878622982
181140,333300,105,113.88228247791,4798.71823873569
181180,333300,106,111.600112932834,4827.51832533501
181220,333300,107,110.928806584499,4868.34182101359
181260,333300,108,110.804387977244,4784.6422680896
